Class: 952, Method: 6487, Field: 3523 dep:26626
Iter	MSC	MPC	Fit	Refactoring #	Ref Accumulated #	expected coupling	actual coupling	search space	elapsed time	exhaustive space
0	0.2303231262	9.8907563025	0.0232867052	0	0	0	9416	0	0.00

1	0.2302915487	9.8361344538	0.0234128102	1	1	9364	9364	6487	6.42
2	0.2302796818	9.8004201681	0.0234969193	1	2	9330	9330	12974	8.59
3	0.2302817524	9.7668067227	0.0235779983	1	3	9298	9298	19461	10.69
4	0.2302573179	9.7352941176	0.0236518091	1	4	9268	9268	25948	12.75
5	0.2301907961	9.7016806723	0.0237268989	1	5	9236	9236	32435	14.89
6	0.2301907961	9.7037815126	0.0237217621	1	6	9210	9238	38922	16.72
7	0.2298735400	9.7048319328	0.0236865040	1	7	9185	9239	45409	18.64
8	0.2298776085	9.7058823529	0.0236843597	1	8	9160	9240	51896	20.47
9	0.2298771275	9.7216386555	0.0236459239	1	9	9136	9255	58383	22.57
10	0.2298815011	9.7226890756	0.0236438190	1	10	9116	9256	64870	24.47
11	0.2298862112	9.7237394958	0.0236417493	1	11	9096	9257	71357	26.26
12	0.2298968262	9.7037815126	0.0236914677	1	12	9077	9238	77844	28.06
13	0.2299300375	9.7100840336	0.0236795106	1	13	9058	9244	84331	30.19
14	0.2299964763	9.7184873950	0.0236658718	1	14	9040	9252	90818	32.35
15	0.2300513680	9.7289915966	0.0236459623	1	15	9022	9262	97305	34.56
16	0.2300280741	9.7111344538	0.0236870445	1	16	9005	9245	103792	36.40
17	0.2300281567	9.6932773109	0.0237306898	1	17	8988	9228	110279	38.44
18	0.2300273058	9.6785714286	0.0237666589	1	18	8971	9214	116766	40.48
19	0.2300888542	9.6911764706	0.0237420972	1	19	8956	9226	123253	42.54
20	0.2301382205	9.7153361345	0.0236881377	1	20	8941	9249	129740	44.65
21	0.2301737318	9.7006302521	0.0237277090	1	21	8927	9235	136227	46.81
22	0.2301773784	9.6859243697	0.0237641106	1	22	8913	9221	142714	48.75
23	0.2301726684	9.6722689076	0.0237971742	1	23	8900	9208	149201	50.62
24	0.2301717851	9.6712184874	0.0237996676	1	24	8887	9207	155688	52.53
25	0.2301685985	9.6586134454	0.0238303976	1	25	8875	9195	162175	54.46
26	0.2302188996	9.6733193277	0.0237993694	1	26	8863	9209	168662	56.68
27	0.2302180625	9.6607142857	0.0238303355	1	27	8851	9197	175149	58.73
28	0.2302065266	9.6575630252	0.0238369168	1	28	8839	9194	181636	60.54
29	0.2301959076	9.6533613445	0.0238461920	1	29	8827	9190	188123	62.40
30	0.2301705833	9.6428571429	0.0238695420	1	30	8815	9180	194610	64.48
31	0.2301899578	9.6313025210	0.0239001897	1	31	8804	9169	201097	66.29
32	0.2301891700	9.6197478992	0.0239288152	1	32	8793	9158	207584	68.44
33	0.2301866908	9.6081932773	0.0239573335	1	33	8782	9147	214071	70.55
34	0.2301072151	9.6060924370	0.0239542995	1	34	8771	9145	220558	72.27
35	0.2301068390	9.5955882353	0.0239804828	1	35	8761	9135	227045	74.10
36	0.2301560182	9.6113445378	0.0239462874	1	36	8751	9150	233532	76.23
37	0.2302028913	9.6228991597	0.0239224050	1	37	8741	9161	240019	78.38
38	0.2302469710	9.6334033613	0.0239008959	1	38	8730	9171	246506	80.64
39	0.2305685450	9.6228991597	0.0239604033	1	39	8720	9161	252993	82.49
40	0.2305571438	9.6218487395	0.0239618342	1	40	8710	9160	259480	84.34
41	0.2305535321	9.6113445378	0.0239876462	1	41	8700	9150	265967	86.18
42	0.2305069772	9.6081932773	0.0239906682	1	42	8690	9147	272454	88.03
43	0.2304906454	9.6008403361	0.0240073407	1	43	8680	9140	278941	90.11
44	0.2304898412	9.5903361345	0.0240335519	1	44	8670	9130	285428	92.17
45	0.2304890462	9.5819327731	0.0240545464	1	45	8660	9122	291915	94.23
46	0.2304768371	9.5735294118	0.0240743854	1	46	8650	9114	298402	96.29
47	0.2304777041	9.5630252101	0.0241009198	1	47	8640	9104	304889	98.27
48	0.2304760194	9.5577731092	0.0241139873	1	48	8631	9099	311376	100.08
49	0.2304580153	9.5525210084	0.0241253607	1	49	8622	9094	317863	101.94
50	0.2304764098	9.5588235294	0.0241113783	1	50	8613	9100	324350	104.07
51	0.2304747802	9.5493697479	0.0241350776	1	51	8604	9091	330837	106.17
52	0.2304818451	9.5399159664	0.0241597354	1	52	8595	9082	337324	108.21
53	0.2304802625	9.5315126050	0.0241808695	1	53	8586	9074	343811	110.02
54	0.2304536597	9.5294117647	0.0241834087	1	54	8577	9072	350298	111.83
55	0.2307726343	9.5294117647	0.0242168814	1	55	8568	9072	356785	113.69
56	0.2305395341	9.5294117647	0.0241924202	1	56	8559	9072	363272	115.51
57	0.2304708418	9.5252100840	0.0241958802	1	57	8550	9068	369759	117.29
58	0.2302765916	9.5252100840	0.0241754869	1	58	8541	9068	376246	119.10
59	0.2291978246	9.5168067227	0.0240834800	1	59	8532	9060	382733	121.18
60	0.2295177547	9.5094537815	0.0241357453	1	60	8524	9053	389220	122.97
61	0.2292046322	9.5105042017	0.0241001557	1	61	8516	9054	395707	124.83
62	0.2292080487	9.5136554622	0.0240925320	1	62	8508	9057	402194	126.63
63	0.2292066629	9.5052521008	0.0241136858	1	63	8500	9049	408681	128.79
64	0.2295033839	9.5031512605	0.0241502400	1	64	8492	9047	415168	130.64
65	0.2294466467	9.5000000000	0.0241522786	1	65	8484	9044	421655	132.43
66	0.2297662872	9.4947478992	0.0241993036	1	66	8476	9039	428142	134.25
67	0.2297653600	9.4863445378	0.0242206425	1	67	8468	9031	434629	136.16
68	0.2296950366	9.4842436975	0.0242185928	1	68	8460	9029	441116	137.88
69	0.2295231347	9.4821428571	0.0242058296	1	69	8452	9027	447603	139.63
70	0.2294933996	9.4800420168	0.0242080572	1	70	8444	9025	454090	141.41
71	0.2294982978	9.4716386555	0.0242300521	1	71	8436	9017	460577	143.48
72	0.2294975571	9.4663865546	0.0242434170	1	72	8427	9012	467064	145.62
73	0.2294949702	9.4590336134	0.0242619891	1	73	8420	9005	473551	147.51
74	0.2294935861	9.4548319328	0.0242726246	1	74	8413	9001	480038	149.32
75	0.2295147425	9.4642857143	0.0242506143	1	75	8406	9010	486525	151.45
76	0.2295103319	9.4569327731	0.0242690032	1	76	8399	9003	493012	153.26
77	0.2294990713	9.4674369748	0.0242408871	1	77	8392	9013	499499	155.09
78	0.2297892908	9.4611344538	0.0242877101	1	78	8385	9007	505986	156.90
79	0.2301133942	9.4621848739	0.0243192663	1	79	8378	9008	512473	158.76
80	0.2301017571	9.4611344538	0.0243207364	1	80	8371	9007	518960	160.56
81	0.2304161069	9.4611344538	0.0243539618	1	81	8364	9007	525447	162.33
82	0.2303815808	9.4579831933	0.0243584257	1	82	8357	9004	531934	164.16
83	0.2304522023	9.4590336134	0.0243631867	1	83	8350	9005	538421	165.99
84	0.2299460818	9.4600840336	0.0243069809	1	84	8343	9006	544908	167.91
85	0.2297567400	9.4527310924	0.0243058580	1	85	8336	8999	551395	169.80
86	0.2295213351	9.4527310924	0.0242809547	1	86	8329	8999	557882	171.65
87	0.2297461344	9.4527310924	0.0243047361	1	87	8322	8999	564369	173.40
88	0.2294839084	9.4537815126	0.0242742979	1	88	8315	9000	570856	175.17
89	0.2294747546	9.4516806723	0.0242787249	1	89	8308	8998	577343	177.02
90	0.2294752937	9.4443277311	0.0242976843	1	90	8301	8991	583830	179.37
91	0.2294871758	9.4401260504	0.0243097576	1	91	8294	8987	590317	181.55
92	0.2295003704	9.4359243697	0.0243219807	1	92	8287	8983	596804	183.68
93	0.2295436966	9.4306722689	0.0243401202	1	93	8280	8978	603291	185.87
94	0.2295110697	9.4233193277	0.0243556502	1	94	8273	8971	609778	188.12
95	0.2295113313	9.4159663866	0.0243746974	1	95	8266	8964	616265	190.29
96	0.2294781336	9.4086134454	0.0243902181	1	96	8259	8957	622752	192.32
97	0.2294774506	9.4033613445	0.0244037682	1	97	8252	8952	629239	194.34
98	0.2294741503	9.3970588235	0.0244197844	1	98	8246	8946	635726	196.32
99	0.2295217831	9.3907563025	0.0244412458	1	99	8240	8940	642213	198.11
100	0.2293668696	9.3939075630	0.0244165560	1	100	8234	8943	648700	199.85
101	0.2292862292	9.3970588235	0.0243997865	1	101	8227	8946	655187	201.67
102	0.2292301836	9.4002100840	0.0243856447	1	102	8221	8949	661674	203.46
103	0.2292732052	9.3939075630	0.0244065852	1	103	8215	8943	668161	205.38
104	0.2292182531	9.3918067227	0.0244061936	1	104	8209	8941	674648	207.35
105	0.2292171410	9.3865546218	0.0244197312	1	105	8203	8936	681135	209.26
106	0.2288973719	9.3897058824	0.0243774805	1	106	8197	8939	687622	211.20
107	0.2288868440	9.3928571429	0.0243681811	1	107	8191	8942	694109	213.15
108	0.2289100747	9.4128151261	0.0243189813	1	108	8185	8961	700596	215.39
109	0.2288784136	9.4107142857	0.0243210458	1	109	8179	8959	707083	217.39
110	0.2290186987	9.4044117647	0.0243522619	1	110	8173	8953	713570	219.25
111	0.2286344816	9.3981092437	0.0243277106	1	111	8167	8947	720057	220.98
112	0.2286344381	9.3918067227	0.0243440314	1	112	8161	8941	726544	223.14
113	0.2286033380	9.3876050420	0.0243516144	1	113	8154	8937	733031	225.55
114	0.2286057773	9.3813025210	0.0243682342	1	114	8148	8931	739518	227.59
115	0.2289110996	9.3802521008	0.0244035125	1	115	8142	8930	746005	229.41
116	0.2288608125	9.3781512605	0.0244036171	1	116	8136	8928	752492	231.35
117	0.2288586491	9.3718487395	0.0244197976	1	117	8130	8922	758979	233.29
118	0.2288322085	9.3676470588	0.0244279281	1	118	8124	8918	765466	235.26
119	0.2286924145	9.3644957983	0.0244212203	1	119	8118	8915	771953	237.07
120	0.2285616671	9.3581932773	0.0244236959	1	120	8112	8909	778440	238.89
121	0.2288813561	9.3518907563	0.0244743402	1	121	8106	8903	784927	240.70
122	0.2291782253	9.3455882353	0.0245226110	1	122	8100	8897	791414	242.59
123	0.2291775826	9.3413865546	0.0245335723	1	123	8094	8893	797901	244.70
124	0.2291776635	9.3340336134	0.0245529075	1	124	8087	8886	804388	246.80
125	0.2291924850	9.3287815126	0.0245683195	1	125	8081	8881	810875	248.88
126	0.2292090324	9.3235294118	0.0245839341	1	126	8075	8876	817362	250.85
127	0.2292275701	9.3193277311	0.0245970071	1	127	8069	8872	823849	252.90
128	0.2295530096	9.3172268908	0.0246374820	1	128	8063	8870	830336	254.98
129	0.2295249454	9.3109243697	0.0246511449	1	129	8057	8864	836823	257.05
130	0.2295071971	9.3056722689	0.0246631506	1	130	8051	8859	843310	259.04
131	0.2294935155	9.3025210084	0.0246700346	1	131	8045	8856	849797	261.07
132	0.2295658899	9.2962184874	0.0246945454	1	132	8039	8850	856284	263.16
133	0.2295484762	9.2899159664	0.0247094244	1	133	8033	8844	862771	265.22
134	0.2298748721	9.2857142857	0.0247557555	1	134	8027	8840	869258	267.26
135	0.2298763578	9.2794117647	0.0247727295	1	135	8021	8834	875745	269.34
136	0.2298705581	9.2741596639	0.0247861333	1	136	8015	8829	882232	271.37
137	0.2298702183	9.2689075630	0.0248001414	1	137	8010	8824	888719	273.25
138	0.2298676946	9.2636554622	0.0248139296	1	138	8005	8819	895206	275.03
139	0.2298676946	9.2636554622	0.0248139296	1	139	8000	8819	901693	276.85
140	0.2298676946	9.2636554622	0.0248139296	1	140	7995	8819	908180	278.69
141	0.2298198593	9.2584033613	0.0248228394	1	141	7990	8814	914667	280.55
142	0.2300569316	9.2531512605	0.0248625495	1	142	7985	8809	921154	282.44
143	0.2300539201	9.2478991597	0.0248763439	1	143	7980	8804	927641	284.29
144	0.2303645200	9.2447478992	0.0249184210	1	144	7975	8801	934128	286.06
145	0.2303639134	9.2405462185	0.0249296857	1	145	7970	8797	940615	287.79
146	0.2303639134	9.2352941176	0.0249438632	1	146	7965	8792	947102	289.54
147	0.2303274386	9.2300420168	0.0249541051	1	147	7960	8787	953589	291.28
148	0.2303278085	9.2247899160	0.0249683527	1	148	7955	8782	960076	293.08
149	0.2303138482	9.2268907563	0.0249611548	1	149	7950	8784	966563	294.75
150	0.2303031095	9.2268907563	0.0249599909	1	150	7945	8784	973050	296.44
151	0.2302958313	9.2258403361	0.0249620439	1	151	7940	8783	979537	298.17
152	0.2300580757	9.2247899160	0.0249391127	1	152	7935	8782	986024	300.02
153	0.2300051725	9.2237394958	0.0249362173	1	153	7930	8781	992511	301.95
154	0.2299847934	9.2226890756	0.0249368478	1	154	7925	8780	998998	303.71
155	0.2299168633	9.2258403361	0.0249209671	1	155	7920	8783	1005485	305.55
156	0.2299109607	9.2205882353	0.0249345221	1	156	7915	8778	1011972	307.30
157	0.2302390799	9.2153361345	0.0249843388	1	157	7910	8773	1018459	309.02
158	0.2305679381	9.2153361345	0.0250200247	1	158	7905	8773	1024946	310.85
159	0.2305061874	9.2174369748	0.0250076228	1	159	7900	8775	1031433	312.64
160	0.2304465784	9.2163865546	0.0250040053	1	160	7895	8774	1037920	314.36
161	0.2304320874	9.2153361345	0.0250052829	1	161	7890	8773	1044407	316.09
162	0.2304100906	9.2142857143	0.0250057463	1	162	7885	8772	1050894	318.01
163	0.2303640946	9.2310924370	0.0249552365	1	163	7880	8788	1057381	319.87
164	0.2303500749	9.2258403361	0.0249679234	1	164	7875	8783	1063868	321.94
165	0.2305879359	9.2216386555	0.0250050934	1	165	7870	8779	1070355	324.03
166	0.2305718634	9.2163865546	0.0250175990	1	166	7865	8774	1076842	325.86
167	0.2305771299	9.2111344538	0.0250324356	1	167	7860	8769	1083329	327.66
168	0.2309068996	9.2058823529	0.0250825386	1	168	7855	8764	1089816	329.72
169	0.2309063354	9.2037815126	0.0250882026	1	169	7850	8762	1096303	331.90
170	0.2308898583	9.1995798319	0.0250978700	1	170	7845	8758	1102790	334.01
171	0.2308186440	9.1953781513	0.0251015935	1	171	7841	8754	1109277	335.75
172	0.2308181637	9.1922268908	0.0251101465	1	172	7837	8751	1115764	337.52
173	0.2309131217	9.1880252101	0.0251319643	1	173	7833	8747	1122251	339.64
174	0.2309131217	9.1880252101	0.0251319643	1	174	7829	8747	1128738	341.38
175	0.2309129054	9.1838235294	0.0251434389	1	175	7825	8743	1135225	343.29
176	0.2309125924	9.1785714286	0.0251577922	1	176	7820	8738	1141712	345.16
177	0.2308814248	9.1764705882	0.0251601553	1	177	7816	8736	1148199	346.93
178	0.2307859138	9.1722689076	0.0251612677	1	178	7812	8732	1154686	348.71
179	0.2307856069	9.1680672269	0.0251727656	1	179	7808	8728	1161173	350.60
180	0.2307787010	9.1638655462	0.0251835538	1	180	7804	8724	1167660	352.28
181	0.2307706310	9.1764705882	0.0251480816	1	181	7800	8736	1174147	353.88
182	0.2307588190	9.1775210084	0.0251439162	1	182	7796	8737	1180634	355.62
183	0.2310895920	9.1733193277	0.0251914911	1	183	7792	8733	1187121	357.50
184	0.2310494212	9.1743697479	0.0251842282	1	184	7788	8734	1193608	359.31
185	0.2309726430	9.1701680672	0.0251873947	1	185	7784	8730	1200095	361.09
186	0.2309093465	9.1659663866	0.0251920351	1	186	7779	8726	1206582	362.80
187	0.2312398667	9.1628151261	0.0252367710	1	187	7775	8723	1213069	364.52
188	0.2311947677	9.1607142857	0.0252376355	1	188	7771	8721	1219556	366.15
189	0.2311694322	9.1565126050	0.0252464494	1	189	7767	8717	1226043	367.78
190	0.2311695956	9.1523109244	0.0252580575	1	190	7762	8713	1232530	369.54
191	0.2311279737	9.1470588235	0.0252680100	1	191	7757	8708	1239017	371.25
192	0.2311268982	9.1428571429	0.0252795045	1	192	7752	8704	1245504	372.94
193	0.2311258689	9.1376050420	0.0252939220	1	193	7747	8699	1251991	374.62
194	0.2311357278	9.1313025210	0.0253124598	1	194	7741	8693	1258478	376.37
195	0.2311347830	9.1323529412	0.0253094448	1	195	7737	8694	1264965	378.11
196	0.2300281423	9.1313025210	0.0251911643	1	196	7733	8693	1271452	379.81
197	0.2300139571	9.1292016807	0.0251954076	1	197	7729	8691	1277939	381.48
