"Class: 25, Method: 200, Field: 120 dep:1197"										
Before: cohesion:0.013916 coupling:45.920000 raw_coupling:1148.000000 fit:0.000303 										
Iter	MSC	MPC	Fit	Refactoring #	Ref Accumulated #	expected coupling	actual coupling	search space	elapsed time	exhaustive space
176	0.018910647	32.32	0.000585107	1	176	808	808	35200	16.8	962622827177065865802981800973812301268052212426885788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
177	0.019044572	32.28	0.000589981	1	177	807	807	35400	16.91	192524565435413173160596360194762460253610442485377157788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
178	0.019118159	32.24	0.000592995	1	178	806	806	35600	17.02	38504913087082634632119272038952492050722088497075431557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
179	0.018866973	32.2	0.000585931	1	179	805	805	35800	17.12	7700982617416526926423854407790498410144417699415086311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
180	0.018845861	32.16	0.000586003	1	180	804	804	36000	17.22	1540196523483305385284770881558099682028883539883017262311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
181	0.020181584	32.08	0.000629102	1	181	802	802	36200	17.33	308039304696661077056954176311619936405776707976603452462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
182	0.018484191	32.04	0.00057691	1	182	801	801	36400	17.43	61607860939332215411390835262323987281155341595320690492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
183	0.015872473	31.96	0.000496636	1	183	799	799	36600	17.54	12321572187866443082278167052464797456231068319064138098492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
184	0.015874464	31.92	0.00049732	1	184	798	798	36800	17.65	2464314437573288616455633410492959491246213663812827619698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
185	0.015862093	31.84	0.000498181	1	185	796	796	37000	17.75	492862887514657723291126682098591898249242732762565523939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
186	0.015996096	31.8	0.000503022	1	186	795	795	37200	17.86	98572577502931544658225336419718379649848546552513104787939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
187	0.016097203	31.76	0.000506839	1	187	794	794	37400	17.96	19714515500586308931645067283943675929969709310502620957587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
188	0.01632804	31.72	0.000514755	1	188	793	793	37600	18.08	3942903100117261786329013456788735185993941862100524191517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
189	0.016115566	31.68	0.000508698	1	189	792	792	37800	18.19	788580620023452357265802691357747037198788372420104838303517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
190	0.01468701	31.6	0.000464779	1	190	790	790	38000	18.3	157716124004690471453160538271549407439757674484020967660703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
191	0.014695878	31.52	0.00046624	1	191	788	788	38200	18.42	31543224800938094290632107654309881487951534896804193532140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
192	0.014673209	31.36	0.000467896	1	192	784	784	38400	18.53	6308644960187618858126421530861976297590306979360838706428140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
193	0.0158058	31.24	0.000505948	1	193	781	781	38600	18.65	1261728992037523771625284306172395259518061395872167741285628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
194	0.015832534	31.16	0.000508104	1	194	779	779	38800	18.77	252345798407504754325056861234479051903612279174433548257125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
195	0.017151364	31.08	0.000551846	1	195	777	777	39000	18.89	50469159681500950865011372246895810380722455834886709651425125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
196	0.017139172	30.96	0.000553591	1	196	774	774	39200	19.02	10093831936300190173002274449379162076144491166977341930285025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
197	0.017148799	30.88	0.000555337	1	197	772	772	39400	19.14	2018766387260038034600454889875832415228898233395468386057005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
198	0.014839073	30.84	0.000481163	1	198	771	771	39600	19.27	403753277452007606920090977975166483045779646679093677211401005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
199	0.016215349	30.72	0.000527843	1	199	768	768	39800	19.4	80750655490401521384018195595033296609155929335818735442280201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
200	0.017838378	30.64	0.000582193	1	200	766	766	40000	19.52	16150131098080304276803639119006659321831185867163747088456040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
201	0.019805767	30.56	0.000648095	1	201	764	764	40200	19.65	3230026219616060855360727823801331864366237173432749417691208040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
202	0.019792032	30.48	0.000649345	1	202	762	762	40400	19.78	646005243923212171072145564760266372873247434686549883538241608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
203	0.019875352	30.44	0.000652935	1	203	761	761	40600	19.91	129201048784642434214429112952053274574649486937309976707648321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
204	0.022362578	30.4	0.000735611	1	204	760	760	40800	20.05	25840209756928486842885822590410654914929897387461995341529664321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
205	0.022316386	30.36	0.000735059	1	205	759	759	41000	20.18	5168041951385697368577164518082130982985979477492399068305932864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
206	0.022278212	30.28	0.00073574	1	206	757	757	41200	20.31	1033608390277139473715432903616426196597195895498479813661186572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
207	0.022492689	30.16	0.000745779	1	207	754	754	41400	20.46	206721678055427894743086580723285239319439179099695962732237314572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
208	0.022166766	30.04	0.000737908	1	208	751	751	41600	20.6	41344335611085578948617316144657047863887835819939192546447462914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
209	0.022090112	29.92	0.000738306	1	209	748	748	41800	20.73	8268867122217115789723463228931409572777567163987838509289492582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
210	0.022094287	29.84	0.000740425	1	210	746	746	42000	20.88	1653773424443423157944692645786281914555513432797567701857898516582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
211	0.022081759	29.76	0.000741995	1	211	744	744	42200	21.02	330754684888684631588938529157256382911102686559513540371579703316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
212	0.022087259	29.72	0.000743178	1	212	743	743	42400	21.17	66150936977736926317787705831451276582220537311902708074315940663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
213	0.035980792	29.64	0.001213927	1	213	741	741	42600	21.31	13230187395547385263557541166290255316444107462380541614863188132663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
214	0.036498315	29.56	0.00123472	1	214	739	739	42800	21.45	2646037479109477052711508233258051063288821492476108322972637626532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
215	0.036521025	29.52	0.001237162	1	215	738	738	43000	21.6	529207495821895410542301646651610212657764298495221664594527525306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
216	0.036500488	29.4	0.001241513	1	216	735	735	43200	21.75	105841499164379082108460329330322042531552859699044332918905505061306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
217	0.036505547	29.28	0.001246774	1	217	732	732	43400	21.9	21168299832875816421692065866064408506310571939808866583781101012261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
218	0.036485467	29.16	0.001251216	1	218	729	729	43600	22.05	4233659966575163284338413173212881701262114387961773316756220202452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
219	0.041707975	29.08	0.00143425	1	219	727	727	43800	22.2	846731993315032656867682634642576340252422877592354663351244040490452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
220	0.041629528	29	0.001435501	1	220	725	725	44000	22.36	169346398663006531373536526928515268050484575518470932670248808098090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
221	0.041395465	28.92	0.001431379	1	221	723	723	44200	22.51	33869279732601306274707305385703053610096915103694186534049761619618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
222	0.041406158	28.88	0.001433731	1	222	722	722	44400	22.67	6773855946520261254941461077140610722019383020738837306809952323923618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
223	0.04155915	28.84	0.001441025	1	223	721	721	44600	22.83	1354771189304052250988292215428122144403876604147767461361990464784723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
224	0.041428914	28.76	0.001440505	1	224	719	719	44800	22.99	270954237860810450197658443085624428880775320829553492272398092956944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
225	0.041331906	28.64	0.001443153	1	225	716	716	45000	23.15	54190847572162090039531688617124885776155064165910698454479618591388944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
226	0.041277406	28.52	0.001447314	1	226	713	713	45200	23.31	10838169514432418007906337723424977155231012833182139690895923718277788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
227	0.041486518	28.44	0.001458738	1	227	711	711	45400	23.48	2167633902886483601581267544684995431046202566636427938179184743655557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
228	0.041493148	28.4	0.001461026	1	228	710	710	45600	23.65	433526780577296720316253508936999086209240513327285587635836948731111557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
229	0.04124138	28.28	0.001458323	1	229	707	707	45800	23.81	86705356115459344063250701787399817241848102665457117527167389746222311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
230	0.041503242	28.2	0.001471746	1	230	705	705	46000	23.98	17341071223091868812650140357479963448369620533091423505433477949244462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
231	0.041554642	28.12	0.001477761	1	231	703	703	46200	24.15	3468214244618373762530028071495992689673924106618284701086695589848892462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
232	0.041722049	28.04	0.001487948	1	232	701	701	46400	24.33	693642848923674752506005614299198537934784821323656940217339117969778492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
233	0.041567069	27.96	0.001486662	1	233	699	699	46600	24.5	138728569784734950501201122859839707586956964264731388043467823593955698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
234	0.041626733	27.92	0.001490929	1	234	698	698	46800	24.68	27745713956946990100240224571967941517391392852946277608693564718791139698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
235	0.041822408	27.8	0.001504403	1	235	695	695	47000	24.85	5549142791389398020048044914393588303478278570589255521738712943758227939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
236	0.042072964	27.72	0.001517784	1	236	693	693	47200	25.04	1109828558277879604009608982878717660695655714117851104347742588751645587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
237	0.055663251	27.64	0.002013866	1	237	691	691	47400	25.23	221965711655575920801921796575743532139131142823570220869548517750329117587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
238	0.041134554	27.52	0.001494715	1	238	688	688	47600	25.41	44393142331115184160384359315148706427826228564714044173909703550065823517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
239	0.041129664	27.4	0.001501083	1	239	685	685	47800	25.6	8878628466223036832076871863029741285565245712942808834781940710013164703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
240	0.04115451	27.32	0.001506388	1	240	683	683	48000	25.78	1775725693244607366415374372605948257113049142588561766956388142002632940703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
241	0.040812698	27.24	0.001498264	1	241	681	681	48200	25.97	355145138648921473283074874521189651422609828517712353391277628400526588140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
242	0.040306368	27.16	0.001484034	1	242	679	679	48400	26.16	71029027729784294656614974904237930284521965703542470678255525680105317628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
243	0.040634231	27.08	0.001500526	1	243	677	677	48600	26.36	14205805545956858931322994980847586056904393140708494135651105136021063525628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
244	0.040750847	26.96	0.00151153	1	244	674	674	48800	26.55	2841161109191371786264598996169517211380878628141698827130221027204212705125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
245	0.040201928	26.84	0.001497836	1	245	671	671	49000	26.75	568232221838274357252919799233903442276175725628339765426044205440842541025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
