"Class: 25, Method: 200, Field: 120 dep:1197"										
Before: cohesion:0.013916 coupling:45.920000 raw_coupling:1148.000000 fit:0.000303 										
Iter	MSC	MPC	Fit	Refactoring #	Ref Accumulated #	expected coupling	actual coupling	search space	elapsed time	exhaustive space
246	0.039834797	26.72	0.001490823	1	246	668	668	49200	26.95	113646444367654871450583959846780688455235145125667953085208841088168508205025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
247	0.040759224	26.64	0.001530001	1	247	666	666	49400	27.15	22729288873530974290116791969356137691047029025133590617041768217633701641005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
248	0.042112597	26.56	0.001585565	1	248	664	664	49600	27.35	4545857774706194858023358393871227538209405805026718123408353643526740328201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
249	0.044120957	26.48	0.001666199	1	249	662	662	49800	27.56	909171554941238971604671678774245507641881161005343624681670728705348065640201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
250	0.045089243	26.32	0.001713117	1	250	658	658	50000	27.77	181834310988247794320934335754849101528376232201068724936334145741069613128040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
251	0.049586827	26.2	0.001892627	1	251	655	655	50200	27.98	36366862197649558864186867150969820305675246440213744987266829148213922625608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
252	0.048522665	26.12	0.001857682	1	252	653	653	50400	28.18	7273372439529911772837373430193964061135049288042748997453365829642784525121608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
253	0.048148061	26	0.001851849	1	253	650	650	50600	28.39	1454674487905982354567474686038792812227009857608549799490673165928556905024321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
254	0.048323074	25.92	0.001864316	1	254	648	648	50800	28.6	290934897581196470913494937207758562445401971521709959898134633185711381004864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
255	0.048588875	25.8	0.00188329	1	255	645	645	51000	28.81	58186979516239294182698987441551712489080394304341991979626926637142276200972864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
256	0.049008137	25.68	0.001908417	1	256	642	642	51200	29.03	11637395903247858836539797488310342497816078860868398395925385327428455240194572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
257	0.047412877	25.56	0.001854964	1	257	639	639	51400	29.25	2327479180649571767307959497662068499563215772173679679185077065485691048038914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
258	0.047420195	25.36	0.001869882	1	258	634	634	51600	29.47	465495836129914353461591899532413699912643154434735935837015413097138209607782914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
259	0.047410531	25.24	0.001878389	1	259	631	631	51800	29.69	93099167225982870692318379906482739982528630886947187167403082619427641921556582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
260	0.047391625	25.12	0.001886609	1	260	628	628	52000	29.92	18619833445196574138463675981296547996505726177389437433480616523885528384311316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
261	0.047392784	25.04	0.001892683	1	261	626	626	52200	30.15	3723966689039314827692735196259309599301145235477887486696123304777105676862263316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
262	0.05686568	24.92	0.002281929	1	262	623	623	52400	30.38	744793337807862965538547039251861919860229047095577497339224660955421135372452663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
263	0.056850318	24.84	0.00228866	1	263	621	621	52600	30.61	148958667561572593107709407850372383972045809419115499467844932191084227074490532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
264	0.056989654	24.76	0.002301682	1	264	619	619	52800	30.84	29791733512314518621541881570074476794409161883823099893568986438216845414898106532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
265	0.056145458	24.68	0.002274938	1	265	617	617	53000	31.07	5958346702462903724308376314014895358881832376764619978713797287643369082979621306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
266	0.056543844	24.56	0.002302274	1	266	614	614	53200	31.3	1191669340492580744861675262802979071776366475352923995742759457528673816595924261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
267	0.057051696	24.44	0.002334358	1	267	611	611	53400	31.53	238333868098516148972335052560595814355273295070584799148551891505734763319184852261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
268	0.057728818	24.28	0.002377628	1	268	607	607	53600	31.77	47666773619703229794467010512119162871054659014116959829710378301146952663836970452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
269	0.057739172	24.16	0.002389866	1	269	604	604	53800	32.01	9533354723940645958893402102423832574210931802823391965942075660229390532767394090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
270	0.057737753	24.08	0.002397747	1	270	602	602	54000	32.26	1906670944788129191778680420484766514842186360564678393188415132045878106553478818090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
271	0.057750125	24	0.002406255	1	271	600	600	54200	32.51	381334188957625838355736084096953302968437272112935678637683026409175621310695763618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
272	0.0588134	23.88	0.002462873	1	272	597	597	54400	32.76	76266837791525167671147216819390660593687454422587135727536605281835124262139152723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
273	0.056294151	23.76	0.002369283	1	273	594	594	54600	33.02	15253367558305033534229443363878132118737490884517427145507321056367024852427830544723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
274	0.056305489	23.68	0.002377766	1	274	592	592	54800	33.26	3050673511661006706845888672775626423747498176903485429101464211273404970485566108944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
275	0.058248678	23.56	0.002472355	1	275	589	589	55000	33.52	610134702332201341369177734555125284749499635380697085820292842254680994097113221788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
276	0.058080814	23.52	0.002469422	1	276	588	588	55200	33.78	122026940466440268273835546911025056949899927076139417164058568450936198819422644357788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
277	0.058402773	23.4	0.002495845	1	277	585	585	55400	34.03	24405388093288053654767109382205011389979985415227883432811713690187239763884528871557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
278	0.058847403	23.28	0.002527809	1	278	582	582	55600	34.29	4881077618657610730953421876441002277995997083045576686562342738037447952776905774311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
279	0.059481522	23.16	0.002568287	1	279	579	579	55800	34.56	976215523731522146190684375288200455599199416609115337312468547607489590555381154862311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
280	0.059348885	23.04	0.002575907	1	280	576	576	56000	34.82	195243104746304429238136875057640091119839883321823067462493709521497918111076230972462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
281	0.057967254	22.92	0.002529112	1	281	573	573	56200	35.09	39048620949260885847627375011528018223967976664364613492498741904299583622215246194492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
282	0.055159697	22.84	0.002415048	1	282	571	571	56400	35.36	7809724189852177169525475002305603644793595332872922698499748380859916724443049238898492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
283	0.057851505	22.76	0.002541806	1	283	569	569	56600	35.65	1561944837970435433905095000461120728958719066574584539699949676171983344888609847779698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
284	0.064518498	22.68	0.002844731	1	284	567	567	56800	35.92	312388967594087086781019000092224145791743813314916907939989935234396668977721969555939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
285	0.065166038	22.6	0.002883453	1	285	565	565	57000	36.21	62477793518817417356203800018444829158348762662983381587997987046879333795544393911187939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
286	0.070521887	22.48	0.003137095	1	286	562	562	57200	36.49	12495558703763483471240760003688965831669752532596676317599597409375866759108878782237587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
287	0.071638066	22.36	0.003203849	1	287	559	559	57400	36.77	2499111740752696694248152000737793166333950506519335263519919481875173351821775756447517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
288	0.068304959	22.16	0.003082354	1	288	554	554	57600	37.06	499822348150539338849630400147558633266790101303867052703983896375034670364355151289503517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
289	0.068296401	22	0.003104382	1	289	550	550	57800	37.34	99964469630107867769926080029511726653358020260773410540796779275006934072871030257900703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
290	0.068285917	21.88	0.003120929	1	290	547	547	58000	37.62	19992893926021573553985216005902345330671604052154682108159355855001386814574206051580140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
291	0.085348346	21.72	0.003929482	1	291	543	543	58200	37.91	3998578785204314710797043201180469066134320810430936421631871171000277362914841210316028140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
292	0.085357337	21.48	0.003973805	1	292	537	537	58400	38.21	799715757040862942159408640236093813226864162086187284326374234200055472582968242063205628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
293	0.118710778	21.4	0.005547233	1	293	535	535	58600	38.5	159943151408172588431881728047218762645372832417237456865274846840011094516593648412641125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
294	0.094918712	21.32	0.004452097	1	294	533	533	58800	38.8	31988630281634517686376345609443752529074566483447491373054969368002218903318729682528225125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
295	0.09490815	21.24	0.004468369	1	295	531	531	59000	39.11	6397726056326903537275269121888750505814913296689498274610993873600443780663745936505645025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
296	0.059880237	21.16	0.002829879	1	296	529	529	59200	39.42	1279545211265380707455053824377750101162982659337899654922198774720088756132749187301129005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
297	0.059853064	21	0.002850146	1	297	525	525	59400	39.72	255909042253076141491010764875550020232596531867579930984439754944017751226549837460225801005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
298	0.006471933	20.96	0.000308775	1	298	524	524	59600	40.03	51181808450615228298202152975110004046519306373515986196887950988803550245309967492045160201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
299	0.006502657	20.92	0.000310835	1	299	523	523	59800	40.34	10236361690123045659640430595022000809303861274703197239377590197760710049061993498409032040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
300	0.006480964	20.88	0.000310391	1	300	522	522	60000	40.65	2047272338024609131928086119004400161860772254940639447875518039552142009812398699681806408040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
301	0.012934279	20.84	0.000620647	1	301	521	521	60200	40.97	409454467604921826385617223800880032372154450988127889575103607910428401962479739936361281608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040201005025125628140703517587939698492462311557788944723618090452261306532663316582914572864321608040200
